,,status_cat,status_cat,status_cat
Kilimanjaro,Bunda,0,0,0
Kilimanjaro,Chamwino,0,0,0
Kilimanjaro,Chato,0,0,0
Kilimanjaro,Chunya,0,0,0
Kilimanjaro,Dodoma Urban,0,0,0
Kilimanjaro,Geita,0,0,0
Kilimanjaro,Hai,544,4,77
Kilimanjaro,Hanang,0,0,0
Kilimanjaro,Handeni,0,0,0
Kilimanjaro,Igunga,0,0,0
Kilimanjaro,Ilala,0,0,0
Kilimanjaro,Ileje,0,0,0
Kilimanjaro,Ilemela,0,0,0
Kilimanjaro,Iramba,0,0,0
Kilimanjaro,Iringa Rural,0,0,0
Kilimanjaro,Kahama,0,0,0
Kilimanjaro,Karagwe,0,0,0
Kilimanjaro,Karatu,0,0,0
Kilimanjaro,Kasulu,0,0,0
Kilimanjaro,Kibaha,0,0,0
Kilimanjaro,Kibondo,0,0,0
Kilimanjaro,Kigoma Rural,0,0,0
Kilimanjaro,Kigoma Urban,0,0,0
Kilimanjaro,Kilindi,0,0,0
Kilimanjaro,Kilolo,0,0,0
Kilimanjaro,Kilombero,0,0,0
Kilimanjaro,Kilosa,0,0,0
Kilimanjaro,Kilwa,0,0,0
Kilimanjaro,Kinondoni,0,0,0
Kilimanjaro,Kisarawe,0,0,0
Kilimanjaro,Kishapu,0,0,0
Kilimanjaro,Kiteto,0,0,0
Kilimanjaro,Kondoa,0,0,0
Kilimanjaro,Kongwa,0,0,0
Kilimanjaro,Korogwe,0,0,0
Kilimanjaro,Kwimba,0,0,0
Kilimanjaro,Kyela,0,0,0
Kilimanjaro,Lindi Rural,0,0,0
Kilimanjaro,Lindi Urban,0,0,0
Kilimanjaro,Liwale,0,0,0
Kilimanjaro,Longido,0,0,0
Kilimanjaro,Ludewa,0,0,0
Kilimanjaro,Lushoto,0,0,0
Kilimanjaro,Mafia,0,0,0
Kilimanjaro,Magu,0,0,0
Kilimanjaro,Makete,0,0,0
Kilimanjaro,Manyoni,0,0,0
Kilimanjaro,Masasi,0,0,0
Kilimanjaro,Maswa,0,0,0
Kilimanjaro,Mbarali,0,0,0
Kilimanjaro,Mbeya Rural,0,0,0
Kilimanjaro,Mbinga,0,0,0
Kilimanjaro,Mbozi,0,0,0
Kilimanjaro,Mbulu,0,0,0
Kilimanjaro,Meatu,0,0,0
Kilimanjaro,Meru,0,0,0
Kilimanjaro,Misenyi,0,0,0
Kilimanjaro,Missungwi,0,0,0
Kilimanjaro,Mkinga,0,0,0
Kilimanjaro,Mkuranga,0,0,0
Kilimanjaro,Monduli,0,0,0
Kilimanjaro,Morogoro Rural,0,0,0
Kilimanjaro,Morogoro Urban,0,0,0
Kilimanjaro,Moshi Rural,733,119,399
Kilimanjaro,Moshi Urban,63,0,16
Kilimanjaro,Mpanda,0,0,0
Kilimanjaro,Mpwapwa,0,0,0
Kilimanjaro,Mtwara Rural,0,0,0
Kilimanjaro,Mtwara Urban,0,0,0
Kilimanjaro,Mufindi,0,0,0
Kilimanjaro,Muheza,0,0,0
Kilimanjaro,Muleba,0,0,0
Kilimanjaro,Musoma Rural,0,0,0
Kilimanjaro,Mvomero,0,0,0
Kilimanjaro,Mwanga,231,49,239
Kilimanjaro,Nachingwea,0,0,0
Kilimanjaro,Namtumbo,0,0,0
Kilimanjaro,Nanyumbu,0,0,0
Kilimanjaro,Newala,0,0,0
Kilimanjaro,Ngara,0,0,0
Kilimanjaro,Ngorongoro,0,0,0
Kilimanjaro,Njombe,0,0,0
Kilimanjaro,Nkasi,0,0,0
Kilimanjaro,Nyamagana,0,0,0
Kilimanjaro,Nzega,0,0,0
Kilimanjaro,Pangani,0,0,0
Kilimanjaro,Rombo,208,17,369
Kilimanjaro,Rorya,0,0,0
Kilimanjaro,Ruangwa,0,0,0
Kilimanjaro,Rufiji,0,0,0
Kilimanjaro,Rungwe,0,0,0
Kilimanjaro,Same,449,131,297
Kilimanjaro,Sengerema,0,0,0
Kilimanjaro,Serengeti,0,0,0
Kilimanjaro,Shinyanga Rural,0,0,0
Kilimanjaro,Shinyanga Urban,0,0,0
Kilimanjaro,Siha,412,2,20
Kilimanjaro,Sikonge,0,0,0
Kilimanjaro,Simanjiro,0,0,0
Kilimanjaro,Singida Rural,0,0,0
Kilimanjaro,Singida Urban,0,0,0
Kilimanjaro,Songea Rural,0,0,0
Kilimanjaro,Songea Urban,0,0,0
Kilimanjaro,Sumbawanga Rural,0,0,0
Kilimanjaro,Sumbawanga Urban,0,0,0
Kilimanjaro,Tabora Urban,0,0,0
Kilimanjaro,Tandahimba,0,0,0
Kilimanjaro,Tanga,0,0,0
Kilimanjaro,Tarime,0,0,0
Kilimanjaro,Temeke,0,0,0
Kilimanjaro,Tunduru,0,0,0
Kilimanjaro,Ukerewe,0,0,0
Kilimanjaro,Ulanga,0,0,0
Kilimanjaro,Urambo,0,0,0
Kilimanjaro,Uyui,0,0,0
Lindi,Arusha Rural,0,0,0
Lindi,Arusha Urban,0,0,0
Lindi,Babati,0,0,0
Lindi,Bagamoyo,0,0,0
Lindi,Bahi,0,0,0
Lindi,Bariadi,0,0,0
Lindi,Biharamulo,0,0,0
Lindi,Bukoba Rural,0,0,0
Lindi,Bukoba Urban,0,0,0
Lindi,Bukombe,0,0,0
Lindi,Bunda,0,0,0
Lindi,Chamwino,0,0,0
Lindi,Chato,0,0,0
Lindi,Chunya,0,0,0
Lindi,Dodoma Urban,0,0,0
Lindi,Geita,0,0,0
Lindi,Hai,0,0,0
Lindi,Hanang,0,0,0
Lindi,Handeni,0,0,0
Lindi,Igunga,0,0,0
Lindi,Ilala,0,0,0
Lindi,Ileje,0,0,0
Lindi,Ilemela,0,0,0
Lindi,Iramba,0,0,0
Lindi,Iringa Rural,0,0,0
Lindi,Kahama,0,0,0
Lindi,Karagwe,0,0,0
Lindi,Karatu,0,0,0
Lindi,Kasulu,0,0,0
Lindi,Kibaha,0,0,0
Lindi,Kibondo,0,0,0
Lindi,Kigoma Rural,0,0,0
Lindi,Kigoma Urban,0,0,0
Lindi,Kilindi,0,0,0
Lindi,Kilolo,0,0,0
Lindi,Kilombero,0,0,0
Lindi,Kilosa,0,0,0
Lindi,Kilwa,119,29,244
Lindi,Kinondoni,0,0,0
Lindi,Kisarawe,0,0,0
Lindi,Kishapu,0,0,0
Lindi,Kiteto,0,0,0
Lindi,Kondoa,0,0,0
Lindi,Kongwa,0,0,0
Lindi,Korogwe,0,0,0
Lindi,Kwimba,0,0,0
Lindi,Kyela,0,0,0
Lindi,Lindi Rural,217,26,145
Lindi,Lindi Urban,7,0,14
Lindi,Liwale,39,3,112
Lindi,Longido,0,0,0
Lindi,Ludewa,0,0,0
Lindi,Lushoto,0,0,0
Lindi,Mafia,0,0,0
Lindi,Magu,0,0,0
Lindi,Makete,0,0,0
Lindi,Manyoni,0,0,0
Lindi,Masasi,0,0,0
Lindi,Maswa,0,0,0
Lindi,Mbarali,0,0,0
Lindi,Mbeya Rural,0,0,0
Lindi,Mbinga,0,0,0
Lindi,Mbozi,0,0,0
Lindi,Mbulu,0,0,0
Lindi,Meatu,0,0,0
Lindi,Meru,0,0,0
Lindi,Misenyi,0,0,0
Lindi,Missungwi,0,0,0
Lindi,Mkinga,0,0,0
Lindi,Mkuranga,0,0,0
Lindi,Monduli,0,0,0
Lindi,Morogoro Rural,0,0,0
Lindi,Morogoro Urban,0,0,0
Lindi,Moshi Rural,0,0,0
Lindi,Moshi Urban,0,0,0
Lindi,Mpanda,0,0,0
Lindi,Mpwapwa,0,0,0
Lindi,Mtwara Rural,0,0,0
Lindi,Mtwara Urban,0,0,0
Lindi,Mufindi,0,0,0
Lindi,Muheza,0,0,0
Lindi,Muleba,0,0,0
Lindi,Musoma Rural,0,0,0
Lindi,Mvomero,0,0,0
Lindi,Mwanga,0,0,0
Lindi,Nachingwea,26,15,259
Lindi,Namtumbo,0,0,0
Lindi,Nanyumbu,0,0,0
Lindi,Newala,0,0,0
Lindi,Ngara,0,0,0
Lindi,Ngorongoro,0,0,0
Lindi,Njombe,0,0,0
Lindi,Nkasi,0,0,0
Lindi,Nyamagana,0,0,0
Lindi,Nzega,0,0,0
Lindi,Pangani,0,0,0
Lindi,Rombo,0,0,0
Lindi,Rorya,0,0,0
Lindi,Ruangwa,52,20,219
Lindi,Rufiji,0,0,0
Lindi,Rungwe,0,0,0
Lindi,Same,0,0,0
Lindi,Sengerema,0,0,0
Lindi,Serengeti,0,0,0
Lindi,Shinyanga Rural,0,0,0
Lindi,Shinyanga Urban,0,0,0
Lindi,Siha,0,0,0
Lindi,Sikonge,0,0,0
Lindi,Simanjiro,0,0,0
Lindi,Singida Rural,0,0,0
Lindi,Singida Urban,0,0,0
Lindi,Songea Rural,0,0,0
Lindi,Songea Urban,0,0,0
Lindi,Sumbawanga Rural,0,0,0
Lindi,Sumbawanga Urban,0,0,0
Lindi,Tabora Urban,0,0,0
Lindi,Tandahimba,0,0,0
Lindi,Tanga,0,0,0
Lindi,Tarime,0,0,0
Lindi,Temeke,0,0,0
Lindi,Tunduru,0,0,0
Lindi,Ukerewe,0,0,0
Lindi,Ulanga,0,0,0
Lindi,Urambo,0,0,0
Lindi,Uyui,0,0,0
Manyara,Arusha Rural,0,0,0
Manyara,Arusha Urban,0,0,0
Manyara,Babati,381,53,77
Manyara,Bagamoyo,0,0,0
Manyara,Bahi,0,0,0
Manyara,Bariadi,0,0,0
Manyara,Biharamulo,0,0,0
Manyara,Bukoba Rural,0,0,0
Manyara,Bukoba Urban,0,0,0
Manyara,Bukombe,0,0,0
Manyara,Bunda,0,0,0
Manyara,Chamwino,0,0,0
Manyara,Chato,0,0,0
Manyara,Chunya,0,0,0
Manyara,Dodoma Urban,0,0,0
Manyara,Geita,0,0,0
Manyara,Hai,0,0,0
Manyara,Hanang,191,0,83
Manyara,Handeni,0,0,0
Manyara,Igunga,0,0,0
Manyara,Ilala,0,0,0
Manyara,Ileje,0,0,0
Manyara,Ilemela,0,0,0
Manyara,Iramba,0,0,0
Manyara,Iringa Rural,0,0,0
Manyara,Kahama,0,0,0
Manyara,Karagwe,0,0,0
Manyara,Karatu,0,0,0
Manyara,Kasulu,0,0,0
Manyara,Kibaha,0,0,0
Manyara,Kibondo,0,0,0
Manyara,Kigoma Rural,0,0,0
Manyara,Kigoma Urban,0,0,0
Manyara,Kilindi,0,0,0
Manyara,Kilolo,0,0,0
Manyara,Kilombero,0,0,0
Manyara,Kilosa,0,0,0
Manyara,Kilwa,0,0,0
Manyara,Kinondoni,0,0,0
Manyara,Kisarawe,0,0,0
Manyara,Kishapu,0,0,0
Manyara,Kiteto,45,28,120
Manyara,Kondoa,0,0,0
Manyara,Kongwa,0,0,0
Manyara,Korogwe,0,0,0
Manyara,Kwimba,0,0,0
Manyara,Kyela,0,0,0
Manyara,Lindi Rural,0,0,0
Manyara,Lindi Urban,0,0,0
Manyara,Liwale,0,0,0
Manyara,Longido,0,0,0
Manyara,Ludewa,0,0,0
Manyara,Lushoto,0,0,0
Manyara,Mafia,0,0,0
Manyara,Magu,0,0,0
Manyara,Makete,0,0,0
Manyara,Manyoni,0,0,0
Manyara,Masasi,0,0,0
Manyara,Maswa,0,0,0
Manyara,Mbarali,0,0,0
Manyara,Mbeya Rural,0,0,0
Manyara,Mbinga,0,0,0
Manyara,Mbozi,0,0,0
Manyara,Mbulu,191,10,96
Manyara,Meatu,0,0,0
Manyara,Meru,0,0,0
Manyara,Misenyi,0,0,0
Manyara,Missungwi,0,0,0
Manyara,Mkinga,0,0,0
Manyara,Mkuranga,0,0,0
Manyara,Monduli,0,0,0
Manyara,Morogoro Rural,0,0,0
Manyara,Morogoro Urban,0,0,0
Manyara,Moshi Rural,0,0,0
Manyara,Moshi Urban,0,0,0
Manyara,Mpanda,0,0,0
Manyara,Mpwapwa,0,0,0
Manyara,Mtwara Rural,0,0,0
Manyara,Mtwara Urban,0,0,0
Manyara,Mufindi,0,0,0
Manyara,Muheza,0,0,0
Manyara,Muleba,0,0,0
Manyara,Musoma Rural,0,0,0
Manyara,Mvomero,0,0,0
Manyara,Mwanga,0,0,0
Manyara,Nachingwea,0,0,0
Manyara,Namtumbo,0,0,0
Manyara,Nanyumbu,0,0,0
Manyara,Newala,0,0,0
Manyara,Ngara,0,0,0
Manyara,Ngorongoro,0,0,0
Manyara,Njombe,0,0,0
Manyara,Nkasi,0,0,0
Manyara,Nyamagana,0,0,0
Manyara,Nzega,0,0,0
Manyara,Pangani,0,0,0
Manyara,Rombo,0,0,0
Manyara,Rorya,0,0,0
Manyara,Ruangwa,0,0,0
Manyara,Rufiji,0,0,0
Manyara,Rungwe,0,0,0
Manyara,Same,0,0,0
Manyara,Sengerema,0,0,0
Manyara,Serengeti,0,0,0
Manyara,Shinyanga Rural,0,0,0
Manyara,Shinyanga Urban,0,0,0
Manyara,Siha,0,0,0
Manyara,Sikonge,0,0,0
Manyara,Simanjiro,179,5,124
Manyara,Singida Rural,0,0,0
Manyara,Singida Urban,0,0,0
Manyara,Songea Rural,0,0,0
Manyara,Songea Urban,0,0,0
Manyara,Sumbawanga Rural,0,0,0
Manyara,Sumbawanga Urban,0,0,0
Manyara,Tabora Urban,0,0,0
Manyara,Tandahimba,0,0,0
Manyara,Tanga,0,0,0
Manyara,Tarime,0,0,0
Manyara,Temeke,0,0,0
Manyara,Tunduru,0,0,0
Manyara,Ukerewe,0,0,0
Manyara,Ulanga,0,0,0
Manyara,Urambo,0,0,0
Manyara,Uyui,0,0,0
Mara,Arusha Rural,0,0,0
Mara,Arusha Urban,0,0,0
Mara,Babati,0,0,0
Mara,Bagamoyo,0,0,0
Mara,Bahi,0,0,0
Mara,Bariadi,0,0,0
Mara,Biharamulo,0,0,0
Mara,Bukoba Rural,0,0,0
Mara,Bukoba Urban,0,0,0
Mara,Bukombe,0,0,0
Mara,Bunda,133,6,299
Mara,Chamwino,0,0,0
Mara,Chato,0,0,0
Mara,Chunya,0,0,0
Mara,Dodoma Urban,0,0,0
Mara,Geita,0,0,0
Mara,Hai,0,0,0
Mara,Hanang,0,0,0
Mara,Handeni,0,0,0
Mara,Igunga,0,0,0
Mara,Ilala,0,0,0
Mara,Ileje,0,0,0
Mara,Ilemela,0,0,0
Mara,Iramba,0,0,0
Mara,Iringa Rural,0,0,0
Mara,Kahama,0,0,0
Mara,Karagwe,0,0,0
Mara,Karatu,0,0,0
Mara,Kasulu,0,0,0
Mara,Kibaha,0,0,0
Mara,Kibondo,0,0,0
Mara,Kigoma Rural,0,0,0
Mara,Kigoma Urban,0,0,0
Mara,Kilindi,0,0,0
Mara,Kilolo,0,0,0
Mara,Kilombero,0,0,0
Mara,Kilosa,0,0,0
Mara,Kilwa,0,0,0
Mara,Kinondoni,0,0,0
Mara,Kisarawe,0,0,0
Mara,Kishapu,0,0,0
Mara,Kiteto,0,0,0
Mara,Kondoa,0,0,0
Mara,Kongwa,0,0,0
Mara,Korogwe,0,0,0
Mara,Kwimba,0,0,0
Mara,Kyela,0,0,0
Mara,Lindi Rural,0,0,0
Mara,Lindi Urban,0,0,0
Mara,Liwale,0,0,0
Mara,Longido,0,0,0
Mara,Ludewa,0,0,0
Mara,Lushoto,0,0,0
Mara,Mafia,0,0,0
Mara,Magu,0,0,0
Mara,Makete,0,0,0
Mara,Manyoni,0,0,0
Mara,Masasi,0,0,0
Mara,Maswa,0,0,0
Mara,Mbarali,0,0,0
Mara,Mbeya Rural,0,0,0
Mara,Mbinga,0,0,0
Mara,Mbozi,0,0,0
Mara,Mbulu,0,0,0
Mara,Meatu,0,0,0
Mara,Meru,0,0,0
Mara,Misenyi,0,0,0
Mara,Missungwi,0,0,0
Mara,Mkinga,0,0,0
Mara,Mkuranga,0,0,0
Mara,Monduli,0,0,0
Mara,Morogoro Rural,0,0,0
Mara,Morogoro Urban,0,0,0
Mara,Moshi Rural,0,0,0
Mara,Moshi Urban,0,0,0
Mara,Mpanda,0,0,0
Mara,Mpwapwa,0,0,0
Mara,Mtwara Rural,0,0,0
Mara,Mtwara Urban,0,0,0
Mara,Mufindi,0,0,0
Mara,Muheza,0,0,0
Mara,Muleba,0,0,0
Mara,Musoma Rural,149,26,221
Mara,Mvomero,0,0,0
Mara,Mwanga,0,0,0
Mara,Nachingwea,0,0,0
Mara,Namtumbo,0,0,0
Mara,Nanyumbu,0,0,0
Mara,Newala,0,0,0
Mara,Ngara,0,0,0
Mara,Ngorongoro,0,0,0
Mara,Njombe,0,0,0
Mara,Nkasi,0,0,0
Mara,Nyamagana,0,0,0
Mara,Nzega,0,0,0
Mara,Pangani,0,0,0
Mara,Rombo,0,0,0
Mara,Rorya,55,1,154
Mara,Ruangwa,0,0,0
Mara,Rufiji,0,0,0
Mara,Rungwe,0,0,0
Mara,Same,0,0,0
Mara,Sengerema,0,0,0
Mara,Serengeti,424,27,265
Mara,Shinyanga Rural,0,0,0
Mara,Shinyanga Urban,0,0,0
Mara,Siha,0,0,0
Mara,Sikonge,0,0,0
Mara,Simanjiro,0,0,0
Mara,Singida Rural,0,0,0
Mara,Singida Urban,0,0,0
Mara,Songea Rural,0,0,0
Mara,Songea Urban,0,0,0
Mara,Sumbawanga Rural,0,0,0
Mara,Sumbawanga Urban,0,0,0
Mara,Tabora Urban,0,0,0
Mara,Tandahimba,0,0,0
Mara,Tanga,0,0,0
Mara,Tarime,125,0,84
Mara,Temeke,0,0,0
Mara,Tunduru,0,0,0
Mara,Ukerewe,0,0,0
Mara,Ulanga,0,0,0
Mara,Urambo,0,0,0
Mara,Uyui,0,0,0
Mbeya,Arusha Rural,0,0,0
Mbeya,Arusha Urban,0,0,0
Mbeya,Babati,0,0,0
Mbeya,Bagamoyo,0,0,0
Mbeya,Bahi,0,0,0
Mbeya,Bariadi,0,0,0
Mbeya,Biharamulo,0,0,0
Mbeya,Bukoba Rural,0,0,0
Mbeya,Bukoba Urban,0,0,0
Mbeya,Bukombe,0,0,0
Mbeya,Bunda,0,0,0
Mbeya,Chamwino,0,0,0
Mbeya,Chato,0,0,0
Mbeya,Chunya,72,100,126
Mbeya,Dodoma Urban,0,0,0
Mbeya,Geita,0,0,0
Mbeya,Hai,0,0,0
Mbeya,Hanang,0,0,0
Mbeya,Handeni,0,0,0
Mbeya,Igunga,0,0,0
Mbeya,Ilala,0,0,0
Mbeya,Ileje,158,2,71
Mbeya,Ilemela,0,0,0
Mbeya,Iramba,0,0,0
Mbeya,Iringa Rural,0,0,0
Mbeya,Kahama,0,0,0
Mbeya,Karagwe,0,0,0
Mbeya,Karatu,0,0,0
Mbeya,Kasulu,0,0,0
Mbeya,Kibaha,0,0,0
Mbeya,Kibondo,0,0,0
Mbeya,Kigoma Rural,0,0,0
Mbeya,Kigoma Urban,0,0,0
Mbeya,Kilindi,0,0,0
Mbeya,Kilolo,0,0,0
Mbeya,Kilombero,0,0,0
Mbeya,Kilosa,0,0,0
Mbeya,Kilwa,0,0,0
Mbeya,Kinondoni,0,0,0
Mbeya,Kisarawe,0,0,0
Mbeya,Kishapu,0,0,0
Mbeya,Kiteto,0,0,0
Mbeya,Kondoa,0,0,0
Mbeya,Kongwa,0,0,0
Mbeya,Korogwe,0,0,0
Mbeya,Kwimba,0,0,0
Mbeya,Kyela,360,8,491
Mbeya,Lindi Rural,0,0,0
Mbeya,Lindi Urban,0,0,0
Mbeya,Liwale,0,0,0
Mbeya,Longido,0,0,0
Mbeya,Ludewa,0,0,0
Mbeya,Lushoto,0,0,0
Mbeya,Mafia,0,0,0
Mbeya,Magu,0,0,0
Mbeya,Makete,0,0,0
Mbeya,Manyoni,0,0,0
Mbeya,Masasi,0,0,0
Mbeya,Maswa,0,0,0
Mbeya,Mbarali,311,134,181
Mbeya,Mbeya Rural,292,29,164
Mbeya,Mbinga,0,0,0
Mbeya,Mbozi,450,70,514
Mbeya,Mbulu,0,0,0
Mbeya,Meatu,0,0,0
Mbeya,Meru,0,0,0
Mbeya,Misenyi,0,0,0
Mbeya,Missungwi,0,0,0
Mbeya,Mkinga,0,0,0
Mbeya,Mkuranga,0,0,0
Mbeya,Monduli,0,0,0
Mbeya,Morogoro Rural,0,0,0
Mbeya,Morogoro Urban,0,0,0
Mbeya,Moshi Rural,0,0,0
Mbeya,Moshi Urban,0,0,0
Mbeya,Mpanda,0,0,0
Mbeya,Mpwapwa,0,0,0
Mbeya,Mtwara Rural,0,0,0
Mbeya,Mtwara Urban,0,0,0
Mbeya,Mufindi,0,0,0
Mbeya,Muheza,0,0,0
Mbeya,Muleba,0,0,0
Mbeya,Musoma Rural,0,0,0
Mbeya,Mvomero,0,0,0
Mbeya,Mwanga,0,0,0
Mbeya,Nachingwea,0,0,0
Mbeya,Namtumbo,0,0,0
Mbeya,Nanyumbu,0,0,0
Mbeya,Newala,0,0,0
Mbeya,Ngara,0,0,0
Mbeya,Ngorongoro,0,0,0
Mbeya,Njombe,0,0,0
Mbeya,Nkasi,0,0,0
Mbeya,Nyamagana,0,0,0
Mbeya,Nzega,0,0,0
Mbeya,Pangani,0,0,0
Mbeya,Rombo,0,0,0
Mbeya,Rorya,0,0,0
Mbeya,Ruangwa,0,0,0
Mbeya,Rufiji,0,0,0
Mbeya,Rungwe,676,161,269
Mbeya,Same,0,0,0
Mbeya,Sengerema,0,0,0
Mbeya,Serengeti,0,0,0
Mbeya,Shinyanga Rural,0,0,0
Mbeya,Shinyanga Urban,0,0,0
Mbeya,Siha,0,0,0
Mbeya,Sikonge,0,0,0
Mbeya,Simanjiro,0,0,0
Mbeya,Singida Rural,0,0,0
Mbeya,Singida Urban,0,0,0
Mbeya,Songea Rural,0,0,0
Mbeya,Songea Urban,0,0,0
Mbeya,Sumbawanga Rural,0,0,0
Mbeya,Sumbawanga Urban,0,0,0
Mbeya,Tabora Urban,0,0,0
Mbeya,Tandahimba,0,0,0
Mbeya,Tanga,0,0,0
Mbeya,Tarime,0,0,0
Mbeya,Temeke,0,0,0
Mbeya,Tunduru,0,0,0
Mbeya,Ukerewe,0,0,0
Mbeya,Ulanga,0,0,0
Mbeya,Urambo,0,0,0
Mbeya,Uyui,0,0,0
Morogoro,Arusha Rural,0,0,0
Morogoro,Arusha Urban,0,0,0
Morogoro,Babati,0,0,0
Morogoro,Bagamoyo,0,0,0
Morogoro,Bahi,0,0,0
Morogoro,Bariadi,0,0,0
Morogoro,Biharamulo,0,0,0
Morogoro,Bukoba Rural,0,0,0
Morogoro,Bukoba Urban,0,0,0
Morogoro,Bukombe,0,0,0
Morogoro,Bunda,0,0,0
Morogoro,Chamwino,0,0,0
Morogoro,Chato,0,0,0
Morogoro,Chunya,0,0,0
Morogoro,Dodoma Urban,0,0,0
Morogoro,Geita,0,0,0
Morogoro,Hai,0,0,0
Morogoro,Hanang,0,0,0
Morogoro,Handeni,0,0,0
Morogoro,Igunga,0,0,0
Morogoro,Ilala,0,0,0
Morogoro,Ileje,0,0,0
Morogoro,Ilemela,0,0,0
Morogoro,Iramba,0,0,0
Morogoro,Iringa Rural,0,0,0
Morogoro,Kahama,0,0,0
Morogoro,Karagwe,0,0,0
Morogoro,Karatu,0,0,0
Morogoro,Kasulu,0,0,0
Morogoro,Kibaha,0,0,0
Morogoro,Kibondo,0,0,0
Morogoro,Kigoma Rural,0,0,0
Morogoro,Kigoma Urban,0,0,0
Morogoro,Kilindi,0,0,0
Morogoro,Kilolo,0,0,0
Morogoro,Kilombero,502,81,376
Morogoro,Kilosa,587,73,434
Morogoro,Kilwa,0,0,0
Morogoro,Kinondoni,0,0,0
Morogoro,Kisarawe,0,0,0
Morogoro,Kishapu,0,0,0
Morogoro,Kiteto,0,0,0
Morogoro,Kondoa,0,0,0
Morogoro,Kongwa,0,0,0
Morogoro,Korogwe,0,0,0
Morogoro,Kwimba,0,0,0
Morogoro,Kyela,0,0,0
Morogoro,Lindi Rural,0,0,0
Morogoro,Lindi Urban,0,0,0
Morogoro,Liwale,0,0,0
Morogoro,Longido,0,0,0
Morogoro,Ludewa,0,0,0
Morogoro,Lushoto,0,0,0
Morogoro,Mafia,0,0,0
Morogoro,Magu,0,0,0
Morogoro,Makete,0,0,0
Morogoro,Manyoni,0,0,0
Morogoro,Masasi,0,0,0
Morogoro,Maswa,0,0,0
Morogoro,Mbarali,0,0,0
Morogoro,Mbeya Rural,0,0,0
Morogoro,Mbinga,0,0,0
Morogoro,Mbozi,0,0,0
Morogoro,Mbulu,0,0,0
Morogoro,Meatu,0,0,0
Morogoro,Meru,0,0,0
Morogoro,Misenyi,0,0,0
Morogoro,Missungwi,0,0,0
Morogoro,Mkinga,0,0,0
Morogoro,Mkuranga,0,0,0
Morogoro,Monduli,0,0,0
Morogoro,Morogoro Rural,252,52,217
Morogoro,Morogoro Urban,65,6,25
Morogoro,Moshi Rural,0,0,0
Morogoro,Moshi Urban,0,0,0
Morogoro,Mpanda,0,0,0
Morogoro,Mpwapwa,0,0,0
Morogoro,Mtwara Rural,0,0,0
Morogoro,Mtwara Urban,0,0,0
Morogoro,Mufindi,0,0,0
Morogoro,Muheza,0,0,0
Morogoro,Muleba,0,0,0
Morogoro,Musoma Rural,0,0,0
Morogoro,Mvomero,276,55,340
Morogoro,Mwanga,0,0,0
Morogoro,Nachingwea,0,0,0
Morogoro,Namtumbo,0,0,0
Morogoro,Nanyumbu,0,0,0
Morogoro,Newala,0,0,0
Morogoro,Ngara,0,0,0
Morogoro,Ngorongoro,0,0,0
Morogoro,Njombe,0,0,0
Morogoro,Nkasi,0,0,0
Morogoro,Nyamagana,0,0,0
Morogoro,Nzega,0,0,0
Morogoro,Pangani,0,0,0
Morogoro,Rombo,0,0,0
Morogoro,Rorya,0,0,0
Morogoro,Ruangwa,0,0,0
Morogoro,Rufiji,0,0,0
Morogoro,Rungwe,0,0,0
Morogoro,Same,0,0,0
Morogoro,Sengerema,0,0,0
Morogoro,Serengeti,0,0,0
Morogoro,Shinyanga Rural,0,0,0
Morogoro,Shinyanga Urban,0,0,0
Morogoro,Siha,0,0,0
Morogoro,Sikonge,0,0,0
Morogoro,Simanjiro,0,0,0
Morogoro,Singida Rural,0,0,0
Morogoro,Singida Urban,0,0,0
Morogoro,Songea Rural,0,0,0
Morogoro,Songea Urban,0,0,0
Morogoro,Sumbawanga Rural,0,0,0
Morogoro,Sumbawanga Urban,0,0,0
Morogoro,Tabora Urban,0,0,0
Morogoro,Tandahimba,0,0,0
Morogoro,Tanga,0,0,0
Morogoro,Tarime,0,0,0
Morogoro,Temeke,0,0,0
Morogoro,Tunduru,0,0,0
Morogoro,Ukerewe,0,0,0
Morogoro,Ulanga,437,33,195
Morogoro,Urambo,0,0,0
Morogoro,Uyui,0,0,0
Mtwara,Arusha Rural,0,0,0
Mtwara,Arusha Urban,0,0,0
Mtwara,Babati,0,0,0
Mtwara,Bagamoyo,0,0,0
Mtwara,Bahi,0,0,0
Mtwara,Bariadi,0,0,0
Mtwara,Biharamulo,0,0,0
Mtwara,Bukoba Rural,0,0,0
Mtwara,Bukoba Urban,0,0,0
Mtwara,Bukombe,0,0,0
Mtwara,Bunda,0,0,0
Mtwara,Chamwino,0,0,0
Mtwara,Chato,0,0,0
Mtwara,Chunya,0,0,0
Mtwara,Dodoma Urban,0,0,0
Mtwara,Geita,0,0,0
Mtwara,Hai,0,0,0
Mtwara,Hanang,0,0,0
Mtwara,Handeni,0,0,0
Mtwara,Igunga,0,0,0
Mtwara,Ilala,0,0,0
Mtwara,Ileje,0,0,0
Mtwara,Ilemela,0,0,0
Mtwara,Iramba,0,0,0
Mtwara,Iringa Rural,0,0,0
Mtwara,Kahama,0,0,0
Mtwara,Karagwe,0,0,0
Mtwara,Karatu,0,0,0
Mtwara,Kasulu,0,0,0
Mtwara,Kibaha,0,0,0
Mtwara,Kibondo,0,0,0
Mtwara,Kigoma Rural,0,0,0
Mtwara,Kigoma Urban,0,0,0
Mtwara,Kilindi,0,0,0
