,longitude,latitude,status_group
13863,39.19856735,-7.56434964,non functional
13864,37.53277831,-6.96247516,non functional
13865,35.29513694,-8.06541135,functional
13866,33.22105571,-2.74448849,functional
13867,36.98430698,-3.55930202,functional
13868,38.62408899,-10.23401205,non functional
13869,37.58316276,-3.02025186,non functional
13870,30.72290391,-3.62331619,non functional
13871,37.26972606,-3.27788644,functional
13872,33.62461333,-9.21695653,functional
13873,37.61906605,-6.13170499,functional
13874,33.61363396,-8.87252782,non functional
13875,34.92488021,-8.98226702,functional
13876,33.51812875,-2.635611,non functional
13877,33.3534029,-4.61090634,functional
13878,32.31728418,-4.46138171,non functional
13879,34.89863555,-4.68681773,non functional
13880,30.64376181,-2.46688476,functional
13881,36.97481413,-3.16842839,functional
13882,38.37886826,-5.01169573,non functional
13883,32.25516522,-4.1356117,non functional
13884,37.48539785,-3.26455498,non functional
13885,32.24728617,-4.98913741,non functional
13886,32.32598197,-2.35173908,non functional
13887,33.80408343,-3.16489255,non functional
13888,34.07762127,-9.36108135,functional
13889,33.51388904,-3.44796298,non functional
13890,31.12204956,-1.72198836,functional
13891,33.79953711,-9.11180995,functional
13892,35.38657483,-7.95967913,functional
13893,37.03140379,-7.64654623,functional
13894,35.45741703,-6.35311597,functional
13895,35.6862167,-3.33501482,functional
13896,34.93153535,-9.41315046,non functional
13897,37.51720588,-3.44323996,functional
13898,33.85868445,-9.59330517,functional
13899,34.82768584,-4.82453261,functional
13900,34.38581099,-4.65188512,functional
13901,37.24478675,-3.26253645,non functional
13902,35.160951700000005,-3.95243327,non functional
13903,40.03187097,-10.29362276,functional
13904,31.37950275,-7.28635241,functional
13905,35.56571486,-7.74577556,functional
13906,32.67341941,-2.92546667,non functional
13907,38.37574858,-4.8207426,non functional
13908,36.70862325,-3.38117778,functional
13909,35.08737563,-4.74956455,non functional
13910,32.08791049,-6.813043799999999,functional
13911,34.37817709,-8.70215608,functional
13912,30.90687688,-3.31100694,non functional
13913,35.09847199,-9.90166736,functional
13914,33.66313817,-9.34681975,functional needs repair
13915,35.68428707,-5.92357597,functional
13916,33.5616447,-3.22339798,functional
13917,29.89505651,-4.85467151,non functional
13918,35.77173233,-4.03150955,functional
13919,40.18942689,-10.27500135,functional
13920,34.06386909,-9.19509643,functional
13921,36.68018569,-8.12696701,functional
13922,36.80194149,-3.49853401,functional
13923,30.36825336,-4.36280693,functional
13924,38.2801156,-4.824242900000001,functional
13925,39.34132614,-7.04475293,functional
13926,34.877931700000005,-4.26270409,functional
13927,33.07121599,-2.09279282,functional
13928,35.18671029,-8.74101857,non functional
13929,34.69339798,-9.14643732,functional
13930,32.24064461,-3.51421401,non functional
13931,34.68368478,-9.90558484,functional
13932,37.50079483,-6.82896827,non functional
13933,36.05384661,-8.88536721,functional
13934,34.63323822,-8.71401367,non functional
13935,34.57023034,-4.56993252,functional
13936,39.25906104,-6.97102998,functional
13937,31.89928619,-3.21857682,functional
13938,37.84934227,-9.72273278,non functional
13939,32.70563431,-8.90383266,non functional
13940,34.20450787,-3.94708648,functional
13941,38.93297484,-5.44014679,functional
13942,39.19539734,-6.89869372,functional
13943,30.8571866,-2.99124792,functional
13944,36.42224675,-5.26690235,non functional
13945,32.1093045,-6.64434002,functional
13946,30.2060328,-4.49700303,functional needs repair
13947,35.9144239,-5.94150421,non functional
13948,37.51142405,-3.2895301,non functional
13949,36.68744653,-8.15341674,functional
13950,37.49347162,-11.07877765,non functional
13951,39.66617599,-7.90681316,functional
13952,32.64839193,-2.84645288,functional
13953,34.97562739,-10.99993095,functional
13954,34.68879078,-10.11193189,non functional
13955,38.23559476,-10.89475106,functional
13956,30.10724833,-4.51485965,non functional
13957,37.98619241,-4.293371,functional
13958,37.07036428,-3.26308485,functional
13959,34.67699509,-5.03609801,non functional
13960,36.96243084,-6.0675112,non functional
13961,35.2873564,-9.342923,non functional
13962,34.077426692028794,-5.706032659626431,non functional
13963,34.46450156,-8.57726434,non functional
13964,31.26551487,-7.58389358,non functional
13965,34.84699083,-4.89904292,functional
13966,33.61959679,-4.25663116,non functional
13967,34.077426692028794,-5.706032659626431,non functional
13968,36.70687554,-3.14351815,functional
13969,39.2577738,-8.49797863,functional
13970,39.05606706,-5.02652378,functional
13971,38.65157673,-10.72850717,non functional
13972,31.42402759,-1.21465943,functional needs repair
13973,34.20040497,-4.35722982,non functional
13974,38.29150313,-4.773943,functional
13975,39.08596496,-6.99129411,functional
13976,34.47867991,-9.76294365,functional
13977,31.45653645,-1.73981616,non functional
13978,34.59146671,-9.93149279,non functional
13979,37.94220989,-4.46673674,non functional
13980,38.91581022,-5.62658487,non functional
13981,34.61710225,-1.9179577,non functional
13982,32.77396445,-3.90566547,non functional
13983,36.69040995,-8.21855392,functional
13984,37.56912525,-7.03885357,functional
13985,31.5186665,-8.31327315,non functional
13986,32.97207698,-2.94582744,functional
13987,34.8157402,-9.54106632,functional
13988,39.53491889,-9.65718616,non functional
13989,39.13223619,-4.89627699,functional
13990,37.93268238,-4.398928400000001,functional
13991,36.96477748,-6.06287679,non functional
13992,37.76753252,-5.45797207,non functional
13993,29.64871263,-4.78597955,functional
13994,35.80611468,-8.78084914,non functional
13995,32.68351713,-3.88942602,non functional
13996,34.71799721,-8.8715616,functional
13997,37.33211238,-3.58058879,functional
13998,36.61955324,-6.35563725,functional
13999,34.0757752,-1.12655156,non functional
14000,32.01864945,-6.79895552,functional
14001,37.314108,-6.37243494,functional
14002,36.151646500000005,-6.13749281,functional
14003,31.56923926,-1.63667349,functional
14004,34.72651071,-1.83055504,non functional
14005,36.43463748,-7.02767524,functional
14006,33.05936257,-2.10104039,functional needs repair
14007,29.93352926,-4.80310422,functional needs repair
14008,34.19592768,-2.98914475,functional needs repair
14009,30.60142693,-2.74193708,functional
14010,34.66207854,-11.12878137,non functional
14011,34.37259345,-8.69705571,functional needs repair
14012,30.11527861,-4.51640671,functional
14013,34.89030733,-8.95174646,functional
14014,31.00826842,-3.23170766,non functional
14015,34.5280537,-8.96649768,functional
14016,31.61927855,-1.73860057,non functional
14017,32.23773054,-5.03784512,non functional
14018,34.97273679,-4.56563018,non functional
14019,33.48370536,-4.42276772,functional
14020,34.95145426,-8.93169356,functional
14021,37.07839577,-3.2846446000000005,functional
14022,33.57476028,-2.69030011,functional needs repair
14023,30.93502985,-3.31427965,functional
14024,37.45954192,-6.90708827,non functional
14025,35.24900522,-4.31130831,functional needs repair
14026,39.66555782,-7.9170712,functional
14027,33.65684161,-9.3231753,functional
14028,36.91581428,-3.59249371,non functional
14029,34.077426692028794,-5.706032659626431,functional
14030,37.64812508,-3.79036479,functional needs repair
14031,33.60780655,-9.20219577,non functional
14032,34.65575625,-1.61360616,non functional
14033,36.1420869,-4.90704467,non functional
14034,31.43039756,-8.41312331,non functional
14035,34.38192892,-8.76972324,functional
14036,34.81923314,-11.11782714,functional
14037,36.88853239,-3.34404766,non functional
14038,38.34989249,-6.6331284,non functional
14039,36.97832442,-3.27503715,functional
14040,39.56974805,-10.02274012,functional
14041,30.22096502,-4.61763142,functional needs repair
14042,37.49173416,-3.3148068,functional
14043,36.71426214,-3.35042967,functional
14044,30.93615094,-1.20754111,non functional
14045,36.61320182,-3.23548808,non functional
14046,34.67430705,-9.90962265,functional
14047,33.50576251,-4.31583479,non functional
14048,34.50082611,-9.82931004,functional
14049,32.01649705,-6.77326581,functional
14050,37.52817093,-6.43661361,functional
14051,37.42849304,-5.9317229000000005,non functional
14052,34.06856887,-3.55963685,functional
14053,37.58801855,-3.0687722,functional
14054,34.89873616,-4.88600004,functional
14055,37.18373891,-5.39334108,non functional
14056,39.23896979,-7.0473331,non functional
14057,34.077426692028794,-5.706032659626431,functional needs repair
14058,35.64022516,-10.68604349,non functional
14059,34.077426692028794,-5.706032659626431,functional needs repair
14060,38.88450298,-5.439464599999999,non functional
14061,31.87299921,-2.9821509,functional
14062,34.48167317,-9.71898566,non functional
14063,34.52501398,-8.9643441,functional
14064,33.4736866,-3.68470905,non functional
14065,38.18889772,-6.53548388,non functional
14066,38.9871253,-7.95205658,functional
14067,33.279483,-2.75572866,functional
14068,32.59446924,-2.59660001,functional
14069,36.99720744,-7.59774799,functional
14070,32.83726605,-4.38959538,functional
14071,31.08788825,-7.63456966,non functional
14072,32.97442478,-2.38437742,non functional
14073,34.42714237,-3.17311936,functional
14074,39.08887513,-6.99014709,functional
14075,36.12449328,-7.45366039,functional
14076,38.6222671,-5.11417166,functional
14077,37.46499347,-3.38372166,functional
14078,36.73134484,-8.88522412,functional
14079,38.38512305,-6.32835459,non functional
14080,35.90447494,-4.53068888,functional
14081,38.70275295,-10.2456661,functional needs repair
14082,33.70675978,-9.07783607,functional
14083,38.78062281,-10.20479384,functional needs repair
14084,32.73899794,-5.76646653,functional
14085,32.84210822,-9.06084434,non functional
14086,34.66884991,-10.72099498,non functional
14087,37.65059208,-4.46382758,non functional
14088,37.45298345,-10.86416056,non functional
14089,31.55075560000001,-3.36185207,functional
14090,37.8803915,-9.86772888,non functional
14091,32.99830306,-2.05933143,functional
14092,36.64181018,-3.31121854,functional
14093,35.60099239,-6.29168924,functional
14094,38.38169275,-4.650041000000001,non functional
14095,32.90752952,-4.02504589,non functional
14096,37.03133475,-5.60529969,non functional
14097,30.00117931,-4.668872900000001,functional
14098,35.3544456,-9.88994365,functional
14099,34.9338153,-5.25717151,non functional
14100,34.077426692028794,-5.706032659626431,functional
14101,36.79211003,-3.47787746,functional
14102,38.93786983,-6.5111731,functional
14103,35.49161553,-10.92318767,functional needs repair
14104,33.11660863,-9.05109571,functional
14105,31.75156396,-1.25108315,functional
14106,32.14452366,-8.64266367,functional
14107,39.19691118,-6.91093283,functional
14108,34.077426692028794,-5.706032659626431,functional needs repair
14109,38.62602739,-10.24168867,non functional
14110,39.02199183,-5.20832379,non functional
14111,36.34267857,-8.29617614,non functional
14112,37.91375579,-4.50903298,functional
14113,30.0308343,-4.32970745,functional needs repair
14114,30.88045847,-1.49334442,functional needs repair
14115,39.39999351,-7.08573628,non functional
14116,34.76812809,-8.89414096,functional
14117,36.38339988,-7.75282922,functional
14118,34.46045123,-1.37457104,non functional
14119,38.98441107,-7.94588903,functional
14120,33.34403745,-2.73908056,functional
14121,31.20060747,-2.90057227,functional
14122,31.74030787,-1.34383287,non functional
14123,35.87952322,-6.17036232,functional needs repair
14124,34.42528466,-3.19807697,non functional
14125,37.53704104,-6.93669338,non functional
14126,33.30611438,-3.08679223,functional
14127,37.9666057,-4.50093971,non functional
14128,37.8639966,-4.331153400000001,non functional
14129,34.78251353,-10.470741,functional
14130,32.81890611,-5.00466919,non functional
14131,33.24660654,-4.76644497,non functional
14132,34.077426692028794,-5.706032659626431,functional
14133,37.62504058,-4.37973969,functional needs repair
14134,37.56041609,-3.2988729,non functional
14135,33.46183589,-3.9950537000000006,functional
14136,34.077426692028794,-5.706032659626431,functional
14137,29.71645431,-4.68991069,functional needs repair
14138,35.25998593,-4.28640527,functional needs repair
14139,34.077426692028794,-5.706032659626431,non functional
14140,37.35465752,-3.47779911,non functional
14141,30.55533157,-2.76449118,functional
14142,34.55018939,-9.32992898,functional
14143,37.6466885,-3.28197228,non functional
14144,39.81079752,-10.77403932,non functional
14145,37.16309418,-3.28477878,functional
14146,36.52945924,-3.37009709,functional
14147,35.29156868,-10.84065975,non functional
14148,33.51087899,-2.85396501,functional
14149,37.2903539,-3.52298486,functional
14150,39.39832317,-6.87322368,non functional
14151,37.5780724,-5.43478426,non functional
14152,37.92248192,-4.17622716,non functional
14153,31.63531288,-1.71809365,non functional
14154,34.53968152,-9.11409278,functional
14155,37.00655462,-3.28018213,functional needs repair
14156,35.933761,-8.2634437,functional
14157,38.99673651,-7.35925691,non functional
14158,33.03757325,-2.50382785,non functional
14159,32.20217028,-4.51595034,non functional
14160,33.14424079,-3.95085249,non functional
14161,35.84726962,-4.46818558,non functional
14162,36.48338878,-3.13803009,non functional
14163,37.2559514,-3.22516098,functional
14164,31.76709287,-1.37876731,functional
14165,38.51353915,-10.16358895,non functional
14166,37.88705605,-4.12630825,functional needs repair
14167,33.67235856,-2.98225681,non functional
14168,34.47054033,-4.41831413,functional
14169,36.938523700000005,-7.82503734,non functional
14170,38.69155155,-6.68221341,functional
14171,30.75501663,-1.36525746,functional
14172,38.80117595,-4.8495776,functional
14173,36.90792071,-3.36411867,functional
14174,38.79716315,-6.60825025,functional
14175,35.12469848,-7.81085292,functional
14176,37.13536636,-6.78138359,functional
14177,36.7868204,-2.55164873,functional
14178,36.36188016,-2.79966837,functional
14179,35.07655532,-7.84889924,functional
14180,38.80047042,-4.86744166,functional
14181,38.40412109,-4.539482,functional
14182,29.912779600000004,-4.87616019,non functional
14183,33.60223261,-9.35053747,functional needs repair
14184,33.37078803,-3.86038727,non functional
14185,39.50278946,-9.63446061,functional
14186,31.53035207,-7.90465683,non functional
14187,33.80538482,-9.51868871,non functional
14188,34.68623958,-9.15457874,functional
14189,36.92591669,-6.10259641,functional
14190,33.6784073,-9.22748884,functional
14191,36.67928958,-8.12497275,functional
14192,33.4296986,-4.37939095,non functional
14193,34.65445531,-11.0757616,non functional
14194,34.94604278,-10.95250927,functional
14195,36.92626528,-3.35405074,functional
14196,30.11213302,-4.16651609,non functional
14197,33.47335104,-3.68477717,non functional
14198,34.077426692028794,-5.706032659626431,functional
14199,30.42894748,-5.63306584,functional
14200,33.2395556,-9.26310546,non functional
14201,33.96409538,-1.76451097,non functional
14202,36.61597629,-3.26088341,functional
14203,38.50334264,-7.86311298,functional
14204,39.04155731,-10.48067782,functional needs repair
14205,34.077426692028794,-5.706032659626431,non functional
14206,34.077426692028794,-5.706032659626431,functional
14207,33.0775152,-9.0010177,functional
14208,39.13973973,-4.96225824,functional
14209,34.81566882,-5.15029534,functional
14210,34.51913317,-9.76820307,non functional
14211,36.45813291,-8.53370158,functional
14212,34.88481006,-8.44653586,functional
14213,33.24147036,-8.95881044,functional
14214,32.91503749,-9.30944925,functional
14215,33.08373599,-3.00577128,functional
14216,32.7244541,-3.40234042,non functional
14217,33.96636001,-8.99325564,functional
14218,39.49358917,-9.56791837,non functional
14219,33.66467268,-3.44553393,non functional
14220,35.65667198,-4.30454291,functional
14221,37.7439564,-7.25784823,functional needs repair
14222,34.96896195,-10.92447022,non functional
14223,38.72130316,-6.93218714,functional
14224,40.1385098,-10.44382336,functional
14225,36.8712563,-3.12908958,functional
14226,34.69466337,-9.32444971,functional
14227,38.80400967,-4.85421406,functional
14228,38.4081689,-11.01274594,non functional
14229,35.29902627,-9.76069316,functional
14230,33.4545752,-3.03721765,functional
14231,36.38799128,-6.37689763,non functional
14232,38.53335565,-4.97929589,functional
14233,35.62838745,-8.15127191,non functional
14234,30.8513311,-2.51141814,functional
14235,34.67882201,-10.72678816,non functional
14236,31.55829448,-2.61275005,functional
14237,36.74460709,-3.36464164,functional
14238,33.26784726,-2.64098336,functional
14239,34.0924203,-3.72489709,non functional
14240,39.11519738,-6.90283195,non functional
14241,31.10734966,-1.71232225,functional
14242,31.79004754,-7.81278722,non functional
14243,33.13495076,-9.04206109,functional needs repair
14244,35.87001389,-4.45780653,functional
14245,37.54918996,-2.97734859,non functional
14246,33.92481056,-1.77143492,functional
14247,34.077426692028794,-5.706032659626431,non functional
14248,36.31593043,-6.02901701,functional
14249,37.13338121,-6.77652354,non functional
14250,33.56755463,-9.23405353,functional
14251,34.41424788,-3.20761199,functional
14252,39.57733472,-10.15022499,functional
14253,36.11962969,-6.27837623,non functional
14254,31.55250306,-1.61787232,functional
14255,36.0603987,-10.63066994,non functional
14256,38.07614607,-4.95494286,non functional
14257,34.60779956,-9.27371143,functional
14258,34.077426692028794,-5.706032659626431,functional needs repair
14259,32.28771876,-3.78956678,functional
14260,35.82578841,-7.46989485,functional
14261,36.90054188,-7.05180603,non functional
14262,39.50257506,-10.04325397,functional
14263,36.69688879,-3.29494728,functional
14264,32.2435933,-3.94260927,functional
14265,30.93646467,-1.27505653,non functional
14266,39.14324058,-7.49947561,non functional
14267,35.74546602,-4.53380945,functional
14268,37.62524291,-3.19884498,non functional
14269,30.747036600000005,-2.54617201,non functional
14270,34.18899391,-4.63881457,functional
14271,35.29698764,-9.39177858,non functional
14272,36.7065776,-8.66763192,functional
14273,39.5990544,-10.02726503,functional
14274,40.11320885,-10.37909542,functional
14275,31.3626952,-3.18998801,functional
14276,35.66681041,-3.4041645,functional
14277,37.47904929999999,-4.38981055,non functional
14278,36.20615735,-3.39242769,non functional
14279,30.31639278,-4.31607931,functional
14280,32.12872162,-6.80084431,functional needs repair
14281,35.86724326,-4.31789873,functional
14282,33.8265401,-9.17710662,non functional
14283,30.29224238,-4.99231437,non functional
14284,36.88782538,-11.44597296,functional
14285,39.41513329,-6.865504700000001,non functional
14286,30.09644965,-4.44924135,functional
14287,35.91126361,-6.09122965,functional
14288,39.7831014,-10.47708691,non functional
14289,35.84697927,-4.55414134,non functional
14290,33.11627581,-2.46704043,functional
14291,39.1007899,-4.67908028,functional
14292,34.077426692028794,-5.706032659626431,non functional
14293,34.82955499,-9.01181518,non functional
14294,29.77689937,-4.43481617,functional
14295,37.77806635,-7.09603095,non functional
14296,34.55468811,-9.37308481,functional
14297,34.51029511,-1.72142281,functional
14298,30.45406512,-3.7460215,functional
14299,34.69849647,-5.75757779,non functional
14300,33.20069189,-2.60303595,non functional
14301,31.03723175,-5.10964914,non functional
14302,37.14745896,-3.20159128,functional
14303,33.60654445,-3.21943559,non functional
14304,29.64114857,-4.88403506,functional
14305,31.42694727,-1.20224986,functional
14306,30.21494251,-4.61795346,functional
14307,34.5633443,-9.19432003,functional
14308,36.38604993,-4.78767794,functional needs repair
14309,32.94077754,-8.80880558,non functional
14310,36.88256084,-3.36922703,functional
14311,36.07841342,-4.80179283,non functional
14312,35.65232231,-6.1753467,non functional
14313,33.96461187,-1.99727556,non functional
14314,34.077426692028794,-5.706032659626431,functional needs repair
14315,33.36530051,-3.61510485,non functional
14316,37.54323615,-3.26264608,functional needs repair
14317,32.48781687,-3.95294169,non functional
14318,33.825272600000005,-9.22639826,non functional
14319,32.717843800000004,-5.76420155,non functional
14320,36.65111874,-3.31018033,functional needs repair
14321,31.85241559,-8.17511389,functional
14322,35.76279004,-4.6085011,functional
14323,34.74508121,-9.21992144,functional
14324,38.86688486,-8.43790773,non functional
14325,34.01383858,-1.79596496,non functional
14326,37.03569262,-3.51048891,functional
14327,39.17758403,-6.97061021,non functional
14328,31.89860693,-5.0893633000000005,non functional
14329,33.562597700000005,-9.08219087,functional
14330,33.28041936,-8.45153439,non functional
14331,32.87728881,-9.00936426,non functional
14332,38.93130665,-6.50693187,non functional
14333,32.48014401,-8.44710843,non functional
14334,35.24879103,-9.07206837,functional
14335,39.28480815,-10.66622877,non functional
14336,38.07746428,-6.00799259,functional
14337,37.29209433,-6.43165905,functional
14338,37.11338994,-6.6909717,functional
14339,35.38335649,-5.97942897,functional
14340,36.83390719,-3.58588696,non functional
14341,36.43539995,-5.80839445,non functional
14342,36.69308665,-8.150921799999999,non functional
14343,36.99753202,-7.59985747,functional
14344,36.88596258,-11.24386011,functional needs repair
14345,29.77129328,-5.39305514,functional
14346,30.88634649,-1.48629263,functional
14347,37.43888019,-3.28890818,functional
14348,33.03298036,-2.05816104,non functional
14349,36.46399178,-2.62042391,functional
14350,33.00263127,-2.59284247,non functional
14351,32.61987156,-4.22482546,non functional
14352,36.12424749,-6.268185900000001,functional
14353,33.43912989,-2.58811681,functional
14354,35.64000918,-10.26264199,functional
14355,38.55398156,-8.46148128,non functional
14356,33.10605758,-3.23217289,non functional
14357,37.19831408,-3.19293102,functional
14358,33.37038399,-3.01061794,functional
14359,32.95902566,-9.32921749,functional
14360,32.80337111,-3.33362291,functional
14361,35.71667524,-3.96666652,functional
14362,33.65228833,-2.77658864,functional needs repair
14363,35.47987282,-7.44503586,non functional
14364,36.98817458,-3.54283733,functional
14365,31.365116,-7.78639736,functional
14366,34.01576611,-9.29855096,functional
14367,33.59708391,-9.22897598,functional needs repair
14368,33.31118762,-8.98658954,functional
14369,39.36440514,-6.86387473,non functional
14370,35.54287217,-7.3284299,functional
14371,33.43781185,-4.65475224,functional
14372,38.46742189,-4.9329197,functional
14373,36.11265099,-8.88976937,functional
14374,34.11766794,-1.97416219,non functional
14375,34.49045804,-9.7662194,functional
14376,32.97500058,-8.95421676,functional
14377,33.80428162,-3.9169839,functional needs repair
14378,38.00441951,-4.3799905,functional
14379,38.974788,-5.41982828,non functional
14380,34.93077688,-8.40743163,functional
14381,35.51347186,-4.43675752,functional
14382,35.01715492,-9.10598933,non functional
14383,36.69830674,-3.30169533,non functional
14384,34.25248476,-3.83471856,non functional
14385,34.13303874,-4.64426974,functional
14386,33.99834983,-9.4698033,non functional
14387,34.077426692028794,-5.706032659626431,non functional
14388,35.99513598,-9.04669454,non functional
14389,34.58556273,-4.82067137,non functional
14390,38.82255125,-5.18004791,functional
14391,34.09965092,-3.10693768,functional
14392,37.58361466,-3.3128105000000003,non functional
14393,36.77808175,-3.35117433,functional
14394,34.29554109,-1.6893352,functional
14395,34.58421846,-9.27619215,functional
14396,38.42894707,-5.00776309,non functional
14397,37.02306982,-3.1522034,functional
14398,38.2232111,-4.5087912,functional
14399,39.70365223,-10.35850975,functional
14400,35.53233189,-4.40781127,non functional
14401,35.73636168,-2.47459879,non functional
14402,36.22967282,-5.72334147,non functional
14403,30.87482137,-3.12251758,non functional
14404,36.96801557,-5.97695967,non functional
14405,32.29047966,-4.31636119,functional
14406,37.50446524,-3.3502421,functional
14407,37.429942700000005,-3.30276136,functional
14408,33.61778463,-8.86651118,non functional
14409,38.63014004,-5.03376585,non functional
14410,32.71160345,-2.99579266,functional
14411,33.49232882,-3.49886146,non functional
14412,38.81453931,-4.80899103,functional
14413,36.91013222,-7.83645228,functional
14414,39.95101251,-10.5880419,non functional
14415,38.28946884,-4.7829514,functional
14416,34.79342573,-9.46812698,functional
14417,37.38511351,-5.27647874,functional
14418,33.2167196,-2.72068429,functional
14419,37.55179414,-3.25469308,functional
14420,39.05410377,-10.87172075,non functional
14421,31.52231389,-3.23037947,functional
14422,34.21148287,-1.30674215,non functional
14423,35.2800519,-4.63378307,functional
14424,32.60389177,-2.76378823,functional
14425,33.59231696,-2.85564345,functional
14426,37.63659358,-3.24136953,functional
14427,34.02161689,-3.95581426,non functional
14428,30.16201123,-4.48054149,functional needs repair
14429,33.9269577,-3.1220132,functional
14430,37.73850315,-3.970748,functional
14431,33.18950569,-3.90767719,non functional
14432,34.02047281,-3.58253635,functional
14433,37.300127,-3.57650393,functional
14434,30.65506647,-3.81008146,non functional
14435,34.37952973,-8.76811616,functional
14436,39.30820002,-10.32004141,functional needs repair
14437,36.91149543,-7.7685823,functional
14438,35.87728506,-7.42440058,functional needs repair
14439,34.59372563,-9.21010612,functional
14440,36.7778106,-3.15351348,functional
14441,33.68696638,-9.23159948,functional
14442,35.63597584,-6.31936693,non functional
14443,31.54342178,-1.3826733999999998,non functional
14444,33.73420159,-3.14983707,non functional
14445,37.5493745,-3.76359063,non functional
14446,32.54784257,-3.79060156,functional
14447,36.72744396,-3.12180597,functional needs repair
14448,34.57860569,-5.73156376,non functional
14449,33.92394999,-1.38203773,non functional
14450,36.23440479999999,-5.00737188,non functional
14451,33.25134098,-2.68624478,non functional
14452,34.13367077,-8.80017091,functional
14453,35.46269265,-10.60640572,functional
14454,35.70593919,-3.37603316,functional
14455,40.12166743,-10.21211955,functional
14456,35.08593495,-4.65915978,functional needs repair
14457,39.01154358,-10.49493967,functional
14458,36.96389617,-11.30439257,functional
14459,35.66980988,-3.35106631,functional
14460,33.63287487,-2.78540743,functional needs repair
14461,35.03864484,-8.82701826,non functional
14462,31.36831664,-7.97108127,non functional
14463,29.79202303,-5.33403549,functional
14464,37.6206518,-3.25950773,functional
14465,36.3609649,-3.33873986,functional
14466,33.20995325,-2.86763617,non functional
14467,33.40237026,-3.72384433,non functional
14468,35.45388668,-4.47964672,functional
14469,35.82429011,-7.43493176,functional
14470,36.97934809,-3.35258508,non functional
14471,34.71548805,-4.88013927,non functional
14472,38.98992672,-7.94940946,non functional
14473,31.26646388,-7.59307626,functional
14474,38.8052527,-4.86836417,non functional
14475,34.57132857,-9.28672688,functional
14476,36.807038,-3.47110384,non functional
14477,35.297177000000005,-4.44656058,functional
14478,35.37858498,-3.53583526,functional
14479,36.88182624,-3.15054341,non functional
14480,33.02046934,-9.3732945,functional
14481,33.91536931,-9.60824481,non functional
14482,36.67667783,-3.33504514,non functional
14483,34.76761545,-8.56797221,functional
14484,39.30841425,-7.14796636,non functional
14485,30.6402217,-3.62909581,non functional
14486,35.01107103,-8.60517115,functional
14487,29.82165148,-4.87272025,non functional
14488,36.91679868,-3.54457265,functional
14489,33.01039296,-8.51949463,non functional
14490,31.36014724,-3.00217433,functional
14491,30.55852266,-7.05106947,non functional
14492,30.28010616,-4.48784291,functional
14493,34.077426692028794,-5.706032659626431,functional needs repair
14494,35.67164042,-6.36889807,functional
14495,34.46866119,-9.16652941,functional
14496,37.07505545,-6.82430792,functional
14497,34.45973834,-4.79865071,functional
14498,39.10215902,-7.30428357,non functional
14499,36.65240049,-5.706032659626431,non functional
14500,30.75312301,-2.5467074,functional
14501,33.66783519,-3.66729011,non functional
14502,38.85732653,-7.16739515,non functional
14503,33.78538466,-8.77632346,functional needs repair
14504,34.077426692028794,-5.706032659626431,non functional
14505,30.78758362,-1.35107897,functional
14506,34.34779789,-4.32494305,non functional
14507,37.59731997,-6.89760152,functional
14508,38.35782411,-6.62844659,functional
14509,37.61346795,-3.03182891,functional
14510,34.38761841,-1.95072063,non functional
14511,37.91398221,-4.49861808,functional needs repair
14512,34.83637786,-4.42070391,functional
14513,35.53443428,-8.26763742,functional
14514,31.71744508,-2.41621445,functional
14515,37.72912329,-6.81037139,functional
14516,31.53751708,-7.90061245,functional
14517,36.69850466,-3.34084879,non functional
14518,30.67471896,-1.20458477,functional
14519,36.92187673,-3.40385925,functional
14520,34.63056093,-9.0255311,functional needs repair
14521,33.4615286,-3.39616435,non functional
14522,35.27278045,-8.0806825,functional
14523,37.57981881,-3.25934221,functional
14524,30.10115692,-4.36609634,functional
14525,34.99835856,-8.47296246,functional
14526,33.408128000000005,-3.01158157,functional
14527,34.69394784,-9.68528679,functional
14528,36.67521427,-3.29253878,functional
14529,36.78202326,-3.37002239,non functional
14530,32.869134,-4.46635107,functional
14531,34.86021556,-4.17348873,functional
14532,31.50975235,-8.01544789,non functional
14533,33.10404189,-8.38129406,non functional
14534,32.035572200000004,-8.52441322,functional
14535,34.68027526,-2.15139456,functional
14536,38.40066832,-5.12871556,functional
14537,30.85333788,-1.56096887,functional
14538,37.62391705,-3.11189825,functional
14539,34.901169200000005,-4.8900759,non functional
14540,39.09138014,-6.97832237,functional
14541,37.53152539999999,-6.41961404,functional needs repair
14542,35.00855858,-5.77495825,non functional
14543,37.03022761,-3.35981935,non functional
14544,37.04585014,-3.33519568,non functional
14545,38.95382519,-9.97796994,non functional
14546,39.06263168,-10.35617525,non functional
14547,29.64431533,-4.76256755,functional needs repair
14548,30.67250613,-1.2497199,functional
14549,34.077426692028794,-5.706032659626431,functional
14550,37.34352441,-3.38362518,non functional
14551,37.50352259,-6.26758933,functional needs repair
14552,36.42967899,-8.65498576,functional
14553,38.79951937,-4.85967935,functional
14554,30.81037355,-2.45750737,non functional
14555,37.80552012,-7.37666685,functional
14556,34.077426692028794,-5.706032659626431,non functional
14557,36.86282412,-3.50040742,functional
14558,35.30241242,-9.76052592,non functional
14559,34.20581637,-3.01177315,functional
14560,29.74282881,-4.89116011,functional needs repair
14561,31.77281672,-2.49649082,functional
14562,33.01869687,-3.20667179,non functional
14563,32.45709598,-3.63922431,functional
14564,31.56698517,-2.77665298,functional
